CNPJ_FUNDO;DENOM_SOCIAL;DT_COMPTC;CLASSE_UNICA;CNPJ_ADMIN;ADMIN;CLASSE;CNPJ_CLASSE;CONDOM;FUNDO_EXCLUSIVO;COTST_INTERESSE;PRAZO_CONVERSAO_COTA;TP_PRAZO_CONVERSAO_COTA;PRAZO_PAGTO_RESGATE;TP_PRAZO_PAGTO_RESGATE;TAB_I_VL_ATIVO;TAB_I1_VL_DISP;TAB_I2_VL_CARTEIRA;TAB_I2A_VL_DIRCRED_RISCO;TAB_I2A1_VL_CRED_VENC_AD;TAB_I2A2_VL_CRED_VENC_INAD;TAB_I2A21_VL_TOTAL_PARCELA_INAD;TAB_I2A3_VL_CRED_INAD;TAB_I2A4_VL_CRED_DIRCRED_PERFM;TAB_I2A5_VL_CRED_VENCIDO_PENDENTE;TAB_I2A6_VL_CRED_EMP_RECUP;TAB_I2A7_VL_CRED_RECEITA_PUBLICA;TAB_I2A8_VL_CRED_ACAO_JUDIC;TAB_I2A9_VL_CRED_FATOR_RISCO;TAB_I2A10_VL_CRED_DIVERSO;TAB_I2A11_VL_REDUCAO_RECUP;TAB_I2A12_CPF_CNPJ_CEDENTE_1;TAB_I2A12_PR_CEDENTE_1;TAB_I2A12_CPF_CNPJ_CEDENTE_2;TAB_I2A12_PR_CEDENTE_2;TAB_I2A12_CPF_CNPJ_CEDENTE_3;TAB_I2A12_PR_CEDENTE_3;TAB_I2A12_CPF_CNPJ_CEDENTE_4;TAB_I2A12_PR_CEDENTE_4;TAB_I2A12_CPF_CNPJ_CEDENTE_5;TAB_I2A12_PR_CEDENTE_5;TAB_I2A12_CPF_CNPJ_CEDENTE_6;TAB_I2A12_PR_CEDENTE_6;TAB_I2A12_CPF_CNPJ_CEDENTE_7;TAB_I2A12_PR_CEDENTE_7;TAB_I2A12_CPF_CNPJ_CEDENTE_8;TAB_I2A12_PR_CEDENTE_8;TAB_I2A12_CPF_CNPJ_CEDENTE_9;TAB_I2A12_PR_CEDENTE_9;TAB_I2B_VL_DIRCRED_SEM_RISCO;TAB_I2B1_VL_CRED_VENC_AD;TAB_I2B2_VL_CRED_VENC_INAD;TAB_I2B21_VL_TOTAL_PARCELA_INAD;TAB_I2B3_VL_CRED_INAD;TAB_I2B4_VL_CRED_DIRCRED_PERFM;TAB_I2B5_VL_CRED_VENCIDO_PENDENTE;TAB_I2B6_VL_CRED_EMP_RECUP;TAB_I2B7_VL_CRED_RECEITA_PUBLICA;TAB_I2B8_VL_CRED_ACAO_JUDIC;TAB_I2B9_VL_CRED_FATOR_RISCO;TAB_I2B10_VL_CRED_DIVERSO;TAB_I2B11_VL_REDUCAO_RECUP;TAB_I2B12_CPF_CNPJ_CEDENTE_1;TAB_I2B12_PR_CEDENTE_1;TAB_I2B12_CPF_CNPJ_CEDENTE_2;TAB_I2B12_PR_CEDENTE_2;TAB_I2B12_CPF_CNPJ_CEDENTE_3;TAB_I2B12_PR_CEDENTE_3;TAB_I2B12_CPF_CNPJ_CEDENTE_4;TAB_I2B12_PR_CEDENTE_4;TAB_I2B12_CPF_CNPJ_CEDENTE_5;TAB_I2B12_PR_CEDENTE_5;TAB_I2B12_CPF_CNPJ_CEDENTE_6;TAB_I2B12_PR_CEDENTE_6;TAB_I2B12_CPF_CNPJ_CEDENTE_7;TAB_I2B12_PR_CEDENTE_7;TAB_I2B12_CPF_CNPJ_CEDENTE_8;TAB_I2B12_PR_CEDENTE_8;TAB_I2B12_CPF_CNPJ_CEDENTE_9;TAB_I2B12_PR_CEDENTE_9;TAB_I2C_VL_VLMOB;TAB_I2C1_VL_DEBENTURE;TAB_I2C2_VL_CRI;TAB_I2C3_VL_NP_COMERC;TAB_I2C4_VL_LETRA_FINANC;TAB_I2C5_VL_COTA_FUNDO_ICVM555;TAB_I2C5_VL_COTA_FIF;TAB_I2C6_VL_OUTRO;TAB_I2D_VL_TITPUB_FED;TAB_I2E_VL_CDB;TAB_I2F_VL_OPER_COMPROM;TAB_I2G_VL_OUTRO_RF;TAB_I2H_VL_COTA_FIDC;TAB_I2I_VL_COTA_FIDC_NP;TAB_I2J_VL_CONTRATO_FUTURO;TAB_I2_DEBENTURE_CRI;TAB_I2_COTA_FIDC;TAB_I2_VL_OUTRO_ATIVO;TAB_I3_VL_POSICAO_DERIV;TAB_I3A_VL_MERCADO_TERMO;TAB_I3B_VL_MERCADO_OPCAO;TAB_I3C_VL_MERCADO_FUTURO;TAB_I3D_VL_DIFER_SWAP;TAB_I3E_VL_COBERTURA;TAB_I3F_VL_DEPOSITO_MARGEM;TAB_I4_VL_OUTRO_ATIVO;TAB_I4A_VL_CPRAZO;TAB_I4B_VL_LPRAZO
45.207.408/0001-77;FITZ ROY SPECIAL SITUATIONS FIDC DE RESPONSABILIDADE ILIMITADA;2024-11-30;S;62.232.889/0001-90;BANCO DAYCOVAL S.A.;FITZ ROY FIDC;45207408000177;FECHADO;N;N;;;;;79198886.08;1000.60;79195324.42;68719273.81;68719273.81;0.00;0.00;0.00;0.00;0.00;0.00;0.00;12658090.60;0.00;;0.00;33337122000127;11.03;48539407000118;11.57;75739086000178;25.72;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;99999999999999;0.00;;;;;;;;;;;;;;;;;10476050.61;0.00;0.00;0.00;0.00;;10476050.61;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2561.06;2561.06;0.00
45.207.430/0001-17;FIDC MILAS II JCPE - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;S;59.281.253/0001-23;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM;;45207430000117;FECHADO;N;N;;;;;26685508.64;0.00;26681555.77;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;22898236.16;22898236.16;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;3783319.61;0.00;0.00;0.00;0.00;;3783319.61;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3952.87;3952.87;0.00
45.207.458/0001-54;SOUTO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;S;59.281.253/0001-23;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM;;45207458000154;FECHADO;N;N;;;;;24771465.23;0.00;24767512.36;20787361.84;20793165.77;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;5803.93;44221560000141;10.05;48271469000191;13.67;39978946000162;13.55;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;3980150.52;0.00;0.00;0.00;0.00;;3980150.52;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3952.87;3952.87;0.00
45.207.484/0001-82;SALEM IV CRÉDITOS JUDICIAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;S;59.281.253/0001-23;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM;;45207484000182;FECHADO;N;N;;;;;241343820.23;0.00;241331171.08;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;236706886.83;236706886.83;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;2144470.61;0.00;0.00;0.00;0.00;;2144470.61;0.00;0.00;0.00;2479813.64;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;12649.15;12649.15;0.00
45.207.507/0001-59;NOVO HORIZONTE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;S;59.281.253/0001-23;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM;;45207507000159;FECHADO;N;N;;;;;82101548.90;0.00;82096278.42;71725827.69;71725827.69;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;70940994000101;11.82;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;9558211.44;0.00;0.00;0.00;0.00;;9558211.44;0.00;812239.29;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5270.48;5270.48;0.00
45.207.572/0001-84;GOAT CRÉDITOS JUDICIAIS FUNDO  DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;S;59.281.253/0001-23;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM;;45207572000184;FECHADO;N;N;;;;;261904408.96;0.00;261891759.81;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;259383771.04;259383771.04;0.00;0.00;0.00;0.00;0.00;0.00;259383771.04;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;2507988.77;0.00;0.00;0.00;0.00;;2507988.77;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;12649.15;12649.15;0.00
45.207.608/0001-20;MT RECEIVABLES IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;S;59.281.253/0001-23;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM;;45207608000120;FECHADO;N;N;;;;;540162.04;0.00;540162.04;0.00;0.00;34815214.23;34815214.23;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;34815214.23;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;540162.04;0.00;0.00;0.00;0.00;;540162.04;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
45.207.689/0001-68;TESOURARIA 2 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;S;59.281.253/0001-23;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM;;45207689000168;FECHADO;N;N;;;;;48142140.20;0.00;48136869.72;5530000.00;5530000.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;41866862.91;1790374.79;6999111.24;0.00;0.00;;5721671.50;27355705.38;577266.69;0.00;162740.12;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5270.48;5270.48;0.00
45.207.707/0001-01;LASSIE EDUCATION CRÉDITOS JUDICIAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;S;59.281.253/0001-23;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM;;50981701000127;FECHADO;N;S;;;;;578480406.47;0.00;578480406.47;567982204.92;567982204.92;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;10498201.55;0.00;0.00;0.00;0.00;;10498201.55;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
45.217.948/0001-31;VANGUARD I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;S;44.782.130/0001-07;ACTUAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;VANGUARD I FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;45217948000131;ABERTO;N;S;0;DIAS ÚTEIS;0;DIAS ÚTEIS;65045790.41;2677958.66;52661756.68;47335478.53;46459531.81;1064547.85;327376.09;203133.72;0.00;0.00;0.00;0.00;0.00;0.00;;391734.85;04307598000117;73.42;;;;;;;;;;;;;;;;;5194269.32;2727968.97;2279216.09;319439.34;647982.45;0.00;3546.15;0.00;0.00;0.00;0.00;;460898.19;99999999999999;0.00;;;;;;;;;;;;;;;;;52960.59;0.00;0.00;0.00;0.00;;0.00;52960.59;79048.24;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;9706075.07;9598.31;9696476.76
45.273.911/0001-20;SOLIS QI FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;S;59.281.253/0001-23;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM;;45273911000120;ABERTO;S;N;89;DIAS CORRIDOS;90;DIAS CORRIDOS;68642704.10;0.00;68598058.43;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;13339344.63;0.00;0.00;0.00;0.00;;13339344.63;0.00;8072.89;0.00;0.00;0.00;55250640.91;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;44645.67;44645.67;0.00
45.355.433/0001-06;INSS CONSIGNADO (PDL) II FI EM COTAS DE FI EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;S;59.281.253/0001-23;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM;;45355433000106;FECHADO;S;S;;;;;78667315.20;0.00;78667315.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;3958264.51;0.00;0.00;0.00;0.00;;3958264.51;0.00;0.00;0.00;0.00;0.00;74709050.69;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
45.355.605/0001-33;NEB II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;S;59.281.253/0001-23;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM;;45355605000133;FECHADO;N;N;;;;;20327594.98;0.00;20327594.98;16870845.38;16870845.38;0.00;0.00;0.00;0.00;0.00;0.00;16870845.38;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;3456749.60;0.00;0.00;0.00;0.00;;3456749.60;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
45.359.065/0001-66;JCI IV B - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;N;02.332.886/0001-04;XP INVESTIMENTOS CCTVM S.A.;JCI IV B FIDC;45359065000166;FECHADO;N;S;;;;;15027720.91;0.00;15027720.91;11780145.00;11780145.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;3247575.91;0.00;0.00;0.00;0.00;;3247575.91;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
45.383.797/0001-91;NICE 2TM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;S;02.671.743/0001-19;BANVOX DISTRIBUIDORA DE TITULOS E VALORES MOBILI?RIOS LTDA;;45383797000191;ABERTO;N;S;30;DIAS ÚTEIS;0;DIAS ÚTEIS;4548786.96;2978.85;3651445.53;2707484.33;2516117.01;0.00;0.00;707512.59;0.00;0.00;0.00;0.00;0.00;0.00;;516145.27;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;902812.08;0.00;0.00;0.00;0.00;;902812.08;0.00;41149.12;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;894362.58;894362.58;0.00
45.425.498/0001-72;K-FINANCE FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PADRONIZADOS;2024-11-30;S;33.886.862/0001-12;MASTER S/A CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS;K FINANCE FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NP;45425498000172;ABERTO;N;N;0;DIAS ÚTEIS;0;DIAS ÚTEIS;10807466.75;9122.69;10183827.71;3755453.70;3505492.39;0.00;0.00;3279683.02;0.00;0.00;0.00;0.00;0.00;0.00;;3029721.71;08782918000141;33.01;45916310000199;29.90;;;;;;;;;;;;;;;6428374.01;10381221.86;0.00;0.00;192372.27;0.00;0.00;0.00;0.00;0.00;0.00;;4145220.12;08782918000141;41.87;97458749000119;14.57;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;614516.35;614516.35;0.00
45.445.355/0001-22;BEMOL CRÉDITO PESSOAL FIDC FINANCEIROS DE RESPONSABILIDADE LIMITADA;2024-11-30;N;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.;BEMOL CREDITO PESSOAL FIDC FINANCEIROS DE RL;45445355000122;FECHADO;N;N;;;;;684204839.88;590.02;684179132.08;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;599747525.55;629126720.85;0.00;0.00;128337643.88;0.00;0.00;0.00;0.00;0.00;0.00;;157716839.18;;;;;;;;;;;;;;;;;;;81022102.68;0.00;0.00;0.00;0.00;;81022102.68;0.00;3409503.85;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;25117.78;0.00;25117.78
45.512.077/0001-89;EDANBANK I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;S;00.806.535/0001-54;PLANNER CORRETORA DE VALORES S.A.;;45512077000189;FECHADO;N;S;;;;;5137882.51;0.00;457690.18;0.00;0.00;0.00;0.00;2335733.65;0.00;0.00;0.00;0.00;0.00;0.00;;2335733.65;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;410662.05;0.00;0.00;406546.10;0.00;;4115.95;0.00;47028.13;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4680192.33;4680192.33;0.00
45.512.102/0001-24;BEC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;S;34.829.992/0001-86;REAG TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;;45512102000124;FECHADO;N;N;;;;;493.95;493.95;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
45.521.649/0001-96;FIDC SINAI MACRO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO RESP LIMITADA;2024-11-30;S;16.695.922/0001-09;ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.;;45521649000196;FECHADO;N;N;;;;;56739254.96;536.24;56645937.44;13012205.23;8910559.15;0.00;0.00;4101646.08;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;99999999999999;14.52;;;;;;;;;;;;;;;;;42155962.14;40044360.11;0.00;0.00;2159373.40;0.00;0.00;0.00;0.00;0.00;0.00;;47771.37;99999999999999;72.55;;;;;;;;;;;;;;;;;197233.55;0.00;0.00;0.00;0.00;;197233.55;0.00;0.00;0.00;0.00;0.00;1280536.52;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;92781.28;92781.28;0.00
45.521.676/0001-69;HAWKER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2024-11-30;S;16.695.922/0001-09;ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.;;45521676000169;FECHADO;N;N;;;;;360690941.95;0.00;360690941.95;360690178.71;360690178.71;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;763.24;0.00;0.00;0.00;0.00;;763.24;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
45.523.682/0001-55;TITAN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;S;62.285.390/0001-40;SINGULARE CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.;TITAN FIDC  SUBORDINADA;45523682000155;ABERTO;N;N;1;DIAS ÚTEIS;0;DIAS ÚTEIS;30168290.98;639253.91;29409024.00;3116282.33;579736.10;1655843.32;850288.59;957758.81;0.00;500000.00;0.00;0.00;0.00;0.00;;77055.90;99999999999999;0.00;;;;;;;;;;;;;;;;;26269682.11;21402171.60;3860558.48;1144822.90;2807200.73;0.00;124031.88;0.00;0.00;0.00;0.00;;1800248.70;29284236000189;15.55;;;;;;;;;;;;;;;;;3297.50;0.00;0.00;0.00;0.00;;3297.50;0.00;19762.06;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;120013.07;120013.07;0.00
45.523.699/0001-02;VIXTRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;S;62.285.390/0001-40;SINGULARE CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.;VIXTRA FIDC RESP LTDA SUBORDINADA;45523699000102;FECHADO;N;N;;;;;73683379.95;1885.97;73604060.77;2994579.67;0.00;0.00;0.00;3934806.17;0.00;0.00;0.00;0.00;0.00;0.00;;940226.50;99999999999999;0.00;;;;;;;;;;;;;;;;;59548878.58;59548878.58;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;99999999999999;0.00;;;;;;;;;;;;;;;;;10581645.00;0.00;0.00;0.00;0.00;;10581645.00;0.00;360043.73;0.00;118913.79;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;77433.21;77433.19;0.02
45.523.882/0001-08;SC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;S;62.285.390/0001-40;SINGULARE CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.;SC FIDC  SUBORDINADA;45523882000108;FECHADO;N;N;;;;;34102538.13;1819.28;33619986.22;8403123.65;7558197.56;375720.49;122462.34;781420.36;0.00;4176.18;0.00;0.00;0.00;0.00;;312214.76;99999999999999;0.00;;;;;;;;;;;;;;;;;24856158.38;23513194.19;485633.97;130670.96;1335985.99;0.00;58442.72;0.00;0.00;0.00;0.00;;478655.77;99999999999999;0.00;;;;;;;;;;;;;;;;;82000.00;0.00;0.00;0.00;0.00;;82000.00;0.00;0.00;0.00;278704.19;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;480732.63;480732.63;0.00
45.525.103/0001-03;JOB FUNDO DE INVESTIMENTO  EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-11-30;S;62.285.390/0001-40;SINGULARE CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.;JOB FIDC NP;45525103000103;FECHADO;N;N;;;;;15036211.64;1194.77;15033630.84;552848.15;552848.15;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;99999999999999;0.00;;;;;;;;;;;;;;;;;14300796.91;14300796.91;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;05644974000121;59.92;47415358000149;19.52;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;156760.43;0.00;23225.35;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1386.03;1386.03;0.00
45.525.150/0001-57;CITRINO FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-11-30;N;62.285.390/0001-40;SINGULARE CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.;CITRINO FIDC NP;45525150000157;FECHADO;N;N;;;;;17059787.54;0.00;17057568.58;13196008.11;7350534.06;1765771.39;888888.88;4079702.66;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;11581339000145;77.51;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;3861560.47;0.00;0.00;0.00;0.00;;3861560.47;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2218.96;2218.96;0.00
45.598.747/0001-21;SUMUP SOLO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;S;45.246.410/0001-55;BANCO GENIAL S.A.;;45598747000121;FECHADO;N;N;;;;;217324390.19;4134.50;217273849.04;204997570.12;204997570.12;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;16668076000391;0.94;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;9630278.24;0.00;0.00;0.00;0.00;;9630278.24;0.00;2646000.68;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;46406.65;46406.65;0.00
